contig_1	contig_1	100.000	241193	0	0	1	241193	1	241193	0.0	4.454e+05
contig_1	contig_1	100.000	491	0	0	212340	212830	123256	122766	0.0	907
contig_1	contig_1	100.000	491	0	0	122766	123256	212830	212340	0.0	907
contig_1	contig_1	78.583	593	113	13	142706	143291	101798	101213	5.02e-104	379
contig_1	contig_1	78.583	593	113	13	101213	101798	143291	142706	5.02e-104	379
contig_1	contig_1	100.000	198	0	0	229782	229979	165844	165647	3.91e-100	366
contig_1	contig_1	100.000	198	0	0	165647	165844	229979	229782	3.91e-100	366
contig_1	contig_1	100.000	115	0	0	151693	151807	115815	115929	5.39e-54	213
contig_1	contig_1	100.000	115	0	0	115815	115929	151693	151807	5.39e-54	213
contig_1	contig_1	99.020	102	1	0	194362	194463	115890	115789	4.22e-45	183
contig_1	contig_1	99.020	102	1	0	115789	115890	194463	194362	4.22e-45	183
contig_1	contig_1	100.000	76	0	0	194362	194437	151768	151693	2.58e-32	141
contig_1	contig_1	100.000	76	0	0	151693	151768	194437	194362	2.58e-32	141
contig_1	contig_1	94.667	75	2	2	35024	35098	20656	20584	1.56e-24	115
contig_1	contig_1	94.667	75	2	2	20584	20656	35098	35024	1.56e-24	115
contig_1	contig_1	100.000	62	0	0	197665	197726	195860	195921	1.56e-24	115
contig_1	contig_1	100.000	62	0	0	195860	195921	197665	197726	1.56e-24	115
contig_1	contig_1	95.833	72	0	1	156008	156079	83139	83207	5.62e-24	113
contig_1	contig_1	95.833	72	0	1	83139	83207	156008	156079	5.62e-24	113
contig_1	contig_1	88.000	100	6	2	196348	196443	161126	161029	5.62e-24	113
contig_1	contig_1	88.000	100	6	2	161029	161126	196443	196348	5.62e-24	113
contig_1	contig_1	100.000	60	0	0	155933	155992	123123	123064	2.02e-23	111
contig_1	contig_1	100.000	60	0	0	123064	123123	155992	155933	2.02e-23	111
contig_1	contig_1	100.000	60	0	0	212473	212532	155933	155992	2.02e-23	111
contig_1	contig_1	100.000	60	0	0	155933	155992	212473	212532	2.02e-23	111
contig_1	contig_1	96.923	65	2	0	170271	170335	32189	32125	7.27e-23	110
contig_1	contig_1	89.655	87	7	2	115780	115865	79947	79862	7.27e-23	110
contig_1	contig_1	89.655	87	7	2	79862	79947	115865	115780	7.27e-23	110
contig_1	contig_1	96.923	65	2	0	32125	32189	170335	170271	7.27e-23	110
contig_1	contig_1	94.203	69	4	0	122776	122844	115845	115777	9.40e-22	106
contig_1	contig_1	94.203	69	4	0	212752	212820	115777	115845	9.40e-22	106
contig_1	contig_1	94.203	69	4	0	115777	115845	122844	122776	9.40e-22	106
contig_1	contig_1	94.203	69	4	0	115777	115845	212752	212820	9.40e-22	106
contig_1	contig_1	90.789	76	6	1	99414	99488	18647	18572	4.37e-20	100
contig_1	contig_1	91.781	73	5	1	18575	18647	99485	99414	4.37e-20	100
contig_1	contig_1	100.000	54	0	0	201107	201160	151800	151853	4.37e-20	100
contig_1	contig_1	100.000	54	0	0	151800	151853	201107	201160	4.37e-20	100
contig_1	contig_1	98.214	56	1	0	194407	194462	122776	122831	1.57e-19	99.0
contig_1	contig_1	98.214	56	1	0	212765	212820	194462	194407	1.57e-19	99.0
contig_1	contig_1	98.214	56	1	0	122776	122831	194407	194462	1.57e-19	99.0
contig_1	contig_1	98.214	56	1	0	194407	194462	212820	212765	1.57e-19	99.0
contig_1	contig_1	89.610	77	7	1	194387	194462	79862	79938	5.66e-19	97.1
contig_1	contig_1	89.610	77	7	1	79862	79938	194387	194462	5.66e-19	97.1
contig_1	contig_1	91.429	70	5	1	122772	122841	23616	23548	2.04e-18	95.3
contig_1	contig_1	91.429	70	5	1	212755	212824	23548	23616	2.04e-18	95.3
contig_1	contig_1	95.000	60	3	0	199558	199617	80026	80085	2.04e-18	95.3
contig_1	contig_1	91.429	70	5	1	23548	23616	122841	122772	2.04e-18	95.3
contig_1	contig_1	95.000	60	3	0	80026	80085	199558	199617	2.04e-18	95.3
contig_1	contig_1	91.429	70	5	1	23548	23616	212755	212824	2.04e-18	95.3
contig_1	contig_1	92.063	63	4	1	79886	79947	23610	23548	3.41e-16	87.9
contig_1	contig_1	90.909	66	5	1	23548	23613	79947	79883	3.41e-16	87.9
contig_1	contig_1	96.154	52	2	0	208730	208781	115987	115936	1.23e-15	86.1
contig_1	contig_1	96.154	52	2	0	115936	115987	208781	208730	1.23e-15	86.1
contig_1	contig_1	90.476	63	6	0	115780	115842	23548	23610	4.41e-15	84.2
contig_1	contig_1	90.476	63	6	0	23548	23610	115780	115842	4.41e-15	84.2
contig_1	contig_1	97.826	46	0	1	172789	172833	55424	55379	2.05e-13	78.7
contig_1	contig_1	100.000	42	0	0	214151	214192	77506	77465	2.05e-13	78.7
contig_1	contig_1	97.826	46	0	1	55379	55424	172833	172789	2.05e-13	78.7
contig_1	contig_1	100.000	42	0	0	77465	77506	214192	214151	2.05e-13	78.7
contig_1	contig_1	94.000	50	3	0	99857	99906	18645	18596	7.37e-13	76.8
contig_1	contig_1	100.000	41	0	0	174271	174311	19818	19778	7.37e-13	76.8
contig_1	contig_1	82.292	96	9	3	122746	122841	79860	79947	7.37e-13	76.8
contig_1	contig_1	94.000	50	3	0	99857	99906	99415	99464	7.37e-13	76.8
contig_1	contig_1	94.000	50	3	0	99415	99464	99857	99906	7.37e-13	76.8
contig_1	contig_1	94.000	50	3	0	18596	18645	99906	99857	7.37e-13	76.8
